,id_votacion,fecha,materia,resultado,a favor,en contra,abstencion,no vota
2569,3804,2022-04-12T19:17:44,"34.- Artículo 16:

       &quot;Artículo 16.- Solidaridad interterritorial y fondos de compensación. El principio de solidaridad interterritorial tiene por fin corregir los desequilibrios en la dotación de recursos económicos y naturales entre las entidades territoriales. Para tales efectos, se establecerán mecanismos razonables y justos tales como transferencias directas, subvenciones, beneficios fiscales, fondos de compensación territorial y mecanismos de redistribución fiscal interregional e intercomunal. Asimismo, la ley deberá establecer fondos solidarios de compensación para las entidades territoriales con una menor capacidad fiscal, que se conformarán anualmente mediante aportes mixtos, provenientes de las entidades territoriales y del Estado Central. Los criterios para determinar qué se entiende por menor capacidad fiscal serán determinados por ley.

       Sin perjuicio de los demás fondos de compensación existentes, y de los fondos señalados en la Constitución, la ley establecerá al menos un fondo de desarrollo comunal y otro de desarrollo regional. La Comisión de Equidad Territorial y Transferencias Fiscales sugerirá los montos anuales de transferencias a dichos fondos, los que serán determinados por ley.

       La ley determinará, previa propuesta de la Comisión de Equidad Territorial y Transferencias Fiscales, los aportes a los fondos que provendrán del Estado y de las entidades territoriales. La ley asignará anualmente a cada uno de estos dos fondos, a lo menos un 5% de recaudación tributaria del país, exceptuando los ingresos tributarios propios de las entidades territoriales.&quot;",RECHAZADO,71,37,37,10
2568,3805,2022-04-12T19:19:29,"35.- INDICACIÓN N°118, de CC NAVARRETE, para incorporar un nuevo artículo 16 bis: 

       (nuevo artículo 16 bis) &quot;Solidaridad y equidad Territorial. Los órganos del Estado y las leyes deben promover un desarrollo territorial armónico, equitativo y solidario entre las distintas regiones y comunas del territorio de la República. Las leyes y políticas públicas deberán velar por cumplir con lo anterior, permitiendo que todos los habitantes de la República tengan acceso a igual nivel y calidad de servicios públicos, independiente del lugar donde residan.

       La ley dispondrá la creación de instrumentos que aseguren el cumplimiento de lo dispuesto en el inciso anterior especialmente en cuanto a las transferencias fiscales que haga el Estado central a los gobiernos subnacionales, así como la creación de mecanismos de compensación económica entre las distintas unidades territoriales.

       Asimismo, la ley podrá disponer medidas que permitan compensar las externalidades negativas derivadas de la explotación de recursos naturales a las regiones y comunas afectadas.&quot;",RECHAZADO,44,93,12,6
2567,3806,2022-04-12T19:21:00,"36.- INDICACIÓN N°120, de CC NAVARRETE, para incorporar un nuevo artículo 16 ter: 

       (nuevo artículo 16 ter) &quot;No discrecionalidad presupuestaria. La transferencia de recursos realizada desde el Estado central a los gobiernos regionales y municipalidades, en el marco de la Ley de Presupuestos de la Nación u otro instrumento, deberá efectuarse en base a criterios objetivos, verificables y no discrecionales. Asimismo, no debe afectar las decisiones de aumentar o reducir la recaudación de ingresos propios de cada gobierno subnacional.

       Una ley determinará dichos criterios, debiendo reconocer la diversidad territorial y considerar los componentes geográficos, demográficos, socioeconómicos y de accesibilidad a los servicios básicos de las distintas unidades territoriales.

       La Ley de Presupuestos de la Nación asignará los recursos necesarios para el funcionamiento de los gobiernos regionales y municipalidades, en función de las responsabilidades propias que deba asumir cada nivel de gobierno.

       Asimismo, una ley podrá disponer transferencias especiales por razones de aislamiento o emergencia, las que en ningún caso podrán establecer discriminaciones arbitrarias entre las distintas regiones y territorios del país.&quot;",RECHAZADO,50,90,7,8
2566,3807,2022-04-12T19:22:41,"37.- Artículo 17:

       &quot;Artículo 17.- Participación en el ingreso por el uso y explotación de recursos naturales. Las entidades territoriales en cuyo territorio se desarrollen actividades ligadas a sus características y condiciones naturales o geográficas, tendrán derecho a participar, en conformidad al artículo 23 de los ingresos que el Estado perciba en relación con dichas actividades, en conformidad al principio de solidaridad interterritorial y en la forma que determine la ley.

       Sin perjuicio del derecho de las entidades territoriales a participar de los ingresos que el Estado percibe de acuerdo al inciso anterior, la ley determinará los mecanismos necesarios para que dichos ingresos sean destinados a inversión pública.

       Los ingresos a que se refiere este artículo, podrán provenir, entre otros, del uso y explotación de bienes nacionales de uso público y bienes fiscales, tales como recursos minerales, pesqueros y forestales, la observación astronómica, el uso de la energía solar, eólica, oceánica o geotermal, del espectro radioeléctrico, o de las concesiones sobre el uso de estos bienes, tales como el agua, carreteras o inmuebles fiscales.&quot;",RECHAZADO,64,65,16,10
2565,3808,2022-04-12T19:24:38,"38.- Votación del inciso primero del artículo 18:

       &quot;Artículo 18.- Transferencias solidarias y compensación interterritorial. Con el fin de reducir las diferencias en la capacidad fiscal de las Regiones y Comunas, la ley establecerá mecanismos de redistribución interregional e intercomunal, respectivamente, que operarán a partir de sus correspondientes fórmulas de redistribución y de rangos de contribución definidos por la Constitución y la ley.&quot;",RECHAZADO,94,32,21,8
2564,3809,2022-04-12T19:26:55,"39.- Votación de los incisos segundo y tercero del artículo 18:

       &quot;Las Regiones y Comunas que obtengan ingresos que superen el promedio ponderado de ingresos fiscales por habitante de las respectivas Entidades Territoriales, transferirán a las Regiones o Comunas que obtengan recursos bajo el promedio ponderado.  Ninguna Entidad Territorial contribuirá más de la mitad de sus ingresos fiscales por habitantes superiores al promedio ponderado de ingresos fiscales por habitante de todas las Regiones Autónomas o Comunas Autónomas de la República.

       &quot;Los recursos destinados a Regiones o Comunas por transferencias verticales directas del Estado, supletorias o solidarias, así como por tributos serán contabilizados como ingresos en el cálculo de la redistribución interregional e intercomunal, correspondiente. En el cálculo del promedio ponderado de ingresos por habitante y en la determinación de la fórmula de redistribución, la Comisión de Equidad Territorial y Transferencias Fiscales deberá contemplar criterios de capacidad fiscal, indicadores de pobreza, densidad demográfica, brechas de inversión pública y tamaño del territorio, u otros criterios otros semejantes.&quot;",RECHAZADO,66,42,36,11
2563,3810,2022-04-12T19:29:03,"41.- Artículo 19:

       &quot;Artículo 19.- Transferencia directa supletoria. El Estado podrá efectuar transferencias directas a las entidades territoriales, para financiar proyectos específicos destinados al bienestar regional, comunal y autonómico indígena. El Estado deberá fundar sus transferencias directas en planes de Inversión en infraestructura pública, los que estarán basados en criterios tales como brechas de inversión pública, indicadores de pobreza y desarrollo territorial, o bien, en consideraciones que respondan al trato preferente a territorios especiales o poblaciones empobrecidas.

       El Estado, en ejercicio de las facultades supletorias a que se refiere el artículo 30 inciso final de la Constitución, podrá efectuar transferencias directas a las entidades territoriales que corresponda.&quot;",RECHAZADO,91,38,16,10
2562,3811,2022-04-12T19:30:59,"42.- Votación del inciso primero del artículo 20:

       &quot;Artículo 20.- Sostenibilidad ambiental. Es deber del Estado y de las entidades territoriales, en el ámbito de sus competencias financieras, establecer una política permanente de desarrollo sostenible y armónico con la naturaleza.&quot;",APROBADO,119,9,16,11
2561,3812,2022-04-12T19:32:41,"43.- Votación separada del inciso segundo del artículo 20:

      &quot;El cuidado, el fortalecimiento y la recuperación del medio ambiente y los ecosistemas será una de las consideraciones al establecer, modificar, mantener o derogar tributos, beneficios tributarios o subsidios.&quot;",RECHAZADO,95,11,40,9
2560,3813,2022-04-12T19:35:22,"44.- Votación separada del inciso tercero del artículo 20:

       &quot;Cuando la ley, en cumplimiento del deber de sostenibilidad, establezca tributos, la ley deberá definir los criterios de compensación para las Comunas Autónomas afectadas por las actividades o externalidades sujetas a dichos tributos.&quot;",RECHAZADO,60,23,61,11
2559,3814,2022-04-12T19:37:07,"45.- Artículo 21:

      &quot;Artículo 21.- Responsabilidad fiscal. Las entidades territoriales, sus representantes y sus autoridades que incumplan con sus obligaciones en materia financiera, deberán asumir, en la parte que les sea imputable, las responsabilidades que de tal incumplimiento se deriven con arreglo a la Constitución y las leyes.

     Sin perjuicio de los distintos tipos de responsabilidad a que pueda dar lugar el incumplimiento de las obligaciones en materia financiera, la ley deberá establecer mecanismos para un resarcimiento efectivo del patrimonio fiscal o de la entidad territorial respectiva.&quot;",APROBADO,134,3,10,8
2558,3815,2022-04-12T19:38:42,"46.- Artículo 22:

      &quot;Artículo 22.- Eficiencia económica. El principio de eficiencia económica implica que las entidades territoriales deberán usar sus recursos de forma económicamente razonable, óptima y eficaz, en beneficio de sus habitantes y en función de los objetivos que la Constitución y las leyes les impongan.&quot;",APROBADO,133,5,8,9
2557,3816,2022-04-12T20:27:10,"47.- Artículo 23:

       &quot;Artículo 23.- Garantías jurisdiccionales de la autonomía financiera. Para hacer efectiva la autonomía financiera, incluidas las compensaciones territoriales en los términos consagrados en la Constitución, las entidades territoriales autónomas podrán recurrir a la jurisdicción constitucional, contenciosa administrativa u ordinaria competente, según corresponda.&quot;",RECHAZADO,60,38,41,16
2556,3817,2022-04-12T20:29:26,"48.- Artículo 24:

       &quot;Artículo 24.- Controles financieros. Un órgano de carácter técnico, desconcentrado territorialmente, con autonomía administrativa y presupuestaria, controlará la legalidad de la actividad financiera, la gestión y los resultados de la administración de los recursos públicos. Su actuar deberá fundarse en la eficiencia, la economía, la equidad y la valoración de los costos ambientales y sociales.

       Este órgano técnico, especialmente fiscalizará la elaboración y ejecución de los presupuestos de las entidades territoriales, las que deberán efectuarse bajo las normas contables aplicables al sector público determinadas por ley.

       Asimismo, la ley establecerá los mecanismos adecuados para incorporar un control ciudadano, democrático y participativo desde los territorios. El Estado promoverá la educación cívica de la ciudadanía en el control y la gestión de recursos públicos.

       Sin perjuicio de lo señalado en los incisos anteriores, la ley regulará otros controles internos y auditorías periódicas independientes.

       Con todo, serán públicos los informes de auditorías y los estados financieros de las entidades territoriales fiscalizadas.&quot;",RECHAZADO,47,68,28,12
2555,3818,2022-04-12T20:32:44,"49.- Votación del artículo 25, con exclusión de su inciso tercero (final):

      &quot;Artículo 25.- Transparencia tributaria. En virtud del principio de transparencia e igualdad democrática, una vez al año, al concluir la operación de renta, el organismo competente publicará las rentas imponibles y cargas tributarias estatales, regionales y comunales determinadas por cada contribuyente de forma anónima, así como, los subsidios, subvenciones o bonificaciones pagadas que ordenen leyes de fomento a la actividad empresarial, incluyendo personas naturales y jurídicas, información que, en todo caso, deberá ser anónima.

      La ley determinará la información a ser publicada y la forma de llevarla a cabo.&quot;",RECHAZADO,87,40,20,8
2554,3819,2022-04-12T20:34:36,"50.- Votación separada del inciso tercero del artículo 25:

       &quot;La Presidencia deberá incluir en la cuenta pública anual, las medidas adoptadas para disminuir la evasión y elusión de impuestos.&quot;",RECHAZADO,76,43,27,9
2553,3820,2022-04-12T20:36:22,"51.- Artículo 26:

      &quot;Artículo 26.- Mecanismos de participación en las entidades territoriales. Las entidades territoriales deberán promover, fomentar y garantizar los mecanismos de participación en las políticas públicas, planes y programas que se implementen en cada nivel territorial, en los casos que esta Constitución, la ley y los estatutos regionales señalen.&quot;",APROBADO,103,25,18,9
2552,3821,2022-04-12T20:38:14,"52.- Votación separada del inciso primero del artículo 27:

       &quot;Artículo 27.- Del ejercicio de la función pública. En el ejercicio de la función pública se deberá observar una conducta funcionaria intachable y responsable, desempeñando la función o el cargo correspondiente en forma leal, honesta, objetiva e imparcial, sin incurrir en discriminaciones de ningún tipo, con preeminencia del interés general por sobre el particular.&quot;",APROBADO,138,2,6,9
2551,3822,2022-04-12T20:39:55,"53.- Votación de los incisos segundo y tercero del artículo 27:

      &quot;La función pública se deberá brindar con pertinencia cultural y lingüística, adecuando las prestaciones que se entreguen de acuerdo con las características y particularidades de las personas beneficiarias de los servicios públicos.

      La función pública se deberá brindar con pertinencia cultural y lingüística, atendiendo la existencia de los diferentes pueblos y naciones que habitan el territorio, adecuando las prestaciones que se entreguen, de acuerdo con las características y particularidades que presenten las personas beneficiarias de los servicios públicos.&quot;",RECHAZADO,73,36,34,12
2550,3823,2022-04-12T20:42:12,"54.- Votación de los incisos primero y segundo del artículo 28:

       &quot;Artículo 28.- De los servicios públicos. Es deber del Estado proveer de servicios públicos universales y de calidad a todas las personas que habiten en su territorio, los cuales contarán con un financiamiento suficiente.

       El Estado planificará y coordinará de manera intersectorial la provisión, prestación y cobertura de estos servicios, bajo los principios de generalidad, uniformidad, regularidad y pertinencia territorial.&quot;",APROBADO,114,3,27,11
2549,3824,2022-04-12T20:44:02,"55.- Votación separada del inciso tercero del artículo 28:

       &quot;El Estado definirá, monitoreará e implementará las políticas públicas, procurando que el ámbito geográfico supere el nivel regional y que sean necesarias para resguardar el carácter único e indivisible del Estado de Chile.&quot;",RECHAZADO,90,27,28,10
2548,3825,2022-04-12T20:45:42,"56.- Votación separada del inciso cuarto del artículo 28:

       &quot;El Estado deberá incentivar y apoyar a aquellas comunidades urbanas o rurales que opten por sistemas autónomos, cooperativos, integrados y/o colectivos de estos servicios.&quot;",RECHAZADO,80,46,20,9
2547,3826,2022-04-12T20:47:16,"57.- Votación separada del inciso quinto del artículo 28:

       &quot;Las entidades territoriales participarán en la plusvalía que genere su acción urbanística, en la forma prescrita por la ley.&quot;",RECHAZADO,68,49,28,10
2546,3827,2022-04-12T20:49:04,"58.- Artículo 29:

      &quot;Artículo 29.- La Administración Pública. Los órganos de la Administración tienen por objeto satisfacer las necesidades de las personas y las comunidades. La Administración Pública ejecutará políticas públicas, planes y programas, y proveerá o garantizará, en su caso, la prestación de servicios públicos en forma continua y permanente.

       La Administración Pública se somete en su organización y funcionamiento a los principios de juridicidad, publicidad, celeridad, objetividad, participación, control, jerarquía, eficiencia, eficacia, rendición de cuentas, buen trato, primacía del interés general y los demás principios que señale la Constitución y la ley.

       Cualquier persona que hubiere sido vulnerada en sus derechos por la Administración Pública podrá reclamar ante las instancias administrativas y jurisdiccionales que establezcan esta Constitución y la ley.&quot;",APROBADO,122,9,13,11
2545,3828,2022-04-12T20:50:52,"59.- Artículo 30:

       &quot;Artículo 30.- Responsabilidad patrimonial del Estado. El Estado será responsable por los daños que sus órganos causen a particulares por falta de servicio u otro título de imputación determinado en la Constitución o en la ley.

      El Estado podrá siempre repetir en contra del funcionario que hubiere incurrido en dolo o imprudencia temeraria.

       La ley regulará, en lo demás, el régimen jurídico de esta responsabilidad.&quot;",RECHAZADO,87,38,21,9
2544,3829,2022-04-12T20:55:01,". En votación el artículo 31.-

      &quot;Artículo 31.- Organización Administrativa. La Ley establecerá la organización básica de la Administración Pública en el nivel central y en las entidades territoriales, que será desarrollada por la potestad reglamentaria buscando el mejor y más eficiente desarrollo de sus funciones.

      La ley podrá conferir potestades fiscalizadoras, instructoras, normativas y sancionatorias a los órganos de la Administración Pública. En ningún caso estas potestades implicarán ejercicio de jurisdicción.&quot;",RECHAZADO,89,42,14,10
2543,3830,2022-04-12T20:57:16,"60.- Votación de los artículos primero, segundo, tercero, cuarto y quinto del artículo 32:

       &quot;Artículo 32.- Empleo público. La Administración Pública desarrolla sus funciones propias y habituales a través de funcionarias y funcionarios públicos.

      El ingreso a estas funciones se realizará mediante un sistema abierto, transparente, imparcial, ágil y que privilegie el mérito, la especialidad e idoneidad para el cargo, observando en todo momento criterios objetivos y predeterminados.

       El desarrollo, evaluación de desempeño y cese en estas funciones deberá respetar su carácter técnico y profesional. La ley regulará las bases de la carrera funcionaria, permitiendo la movilidad de los funcionarios dentro de toda la Administración Pública y la capacitación funcionaria, teniendo en cuenta la pertinencia territorial y cultural del lugar en el que se presta el servicio.

      La ley establecerá un sistema de formación, capacitación y perfeccionamiento de las funcionarias y funcionarios públicos.

      Los cargos que esta Constitución o la ley califiquen como de exclusiva confianza, atendiendo a la naturaleza de sus funciones, son parte del gobierno y tendrán el régimen de ingreso, desempeño y cesación que establezca la ley.&quot;",APROBADO,127,3,16,9
2542,3831,2022-04-12T20:59:12,"61.- Votación separada del inciso sexto del artículo 32:

      &quot;Se reconoce el derecho a la sindicalización, la negociación colectiva y la huelga de quienes se desempeñen en la Administración Pública, salvo que en este último caso se paralicen servicios esenciales o se impida la continuidad del servicio público. La ley que regulará el ejercicio y límites de los derechos que indica este inciso.&quot;",RECHAZADO,53,61,34,7
2541,3832,2022-04-12T21:01:10,"62.- Votación separada del inciso séptimo del artículo 32:

      &quot;Las personas que tengan la calidad de cónyuge, conviviente civil o parientes hasta el cuarto grado de consanguinidad y segundo de afinidad inclusive, no podrán ser nombrados en cargos de la administración pública respecto de las autoridades y de los funcionarios directivos del organismo del Estado al que postulan. Se exceptúan los nombramientos que se hagan en aplicación de las normas vigentes sobre ingreso o ascenso por méritos en cargos de carrera.&quot;",APROBADO,110,29,8,8
2540,3833,2022-04-12T21:03:24,"63.- Artículo 33:

      &quot;Artículo 33.- Sobre la modernización del Estado. Es deber del Estado definir mecanismos de modernización de sus procesos y organización, ajustando su funcionamiento a las condiciones sociales, ambientales y culturales de cada localidad.

      El Estado deberá destinar recursos para que sus órganos adopten las medidas que resulten necesarias para la incorporación de avances tecnológicos, innovación y el mejor uso de los recursos que permitan optimizar la provisión de bienes y servicios públicos.

      El Estado deberá fomentar los mecanismos de participación, la relación con las personas y promover la gestión eficiente y moderna, acorde a las necesidades de las personas y comunidades.&quot;",APROBADO,125,9,10,11
2539,3834,2022-04-12T21:05:08,"64.- Artículo 34:

      &quot;Artículo 34.- Órgano especializado para la modernización de la Administración Pública. Existirá un órgano especializado encargado de la elaboración de planes para promover la modernización de la Administración del Estado, monitorear la implementación de los mismos en las distintas instituciones públicas, elaborar diagnósticos periódicos sobre el funcionamiento de los servicios públicos y las demás atribuciones que establezca  la ley. 

      El legislador se encargará de determinar la denominación de este órgano, además de su integración y procedimientos internos, estableciendo directrices y lineamientos que permitan una constante modernización de las instituciones públicas nacionales, regionales y locales, contando con unidades especializadas en cada gobierno regional y comunal.&quot;",RECHAZADO,64,42,36,13
2538,3835,2022-04-12T21:06:54,"65.- Artículo 35:

       &quot;Artículo 35.- El Estado reconoce la ruralidad como una expresión territorial donde las formas de vida y producción se desarrollan en torno a la relación directa de las personas y comunidades con la tierra, el agua y el mar.

      El Estado promoverá el desarrollo integral de los territorios rurales.&quot;",APROBADO,125,3,15,12
2537,3836,2022-04-12T21:08:42,"66.- Artículo 36:

       &quot;Artículo 36.- El Estado y las entidades territoriales facilitarán la participación de las comunidades rurales a nivel local y regional en el diseño e implementación de programas y políticas públicas que les afectan o conciernen.&quot;",APROBADO,112,8,26,9
2536,3837,2022-04-12T21:10:12,"67.- Artículo 37:

      &quot;Artículo 37.- El Estado fomentará los mercados locales, ferias libres y circuitos cortos de comercialización e intercambio de bienes, artesanías, alimentos u otros relacionados con la ruralidad.&quot;",RECHAZADO,93,28,26,8
2535,3838,2022-04-12T21:11:52,"68.- Artículo 38:

      &quot;Artículo 38.- El Estado reconoce las prácticas e innovaciones materiales e inmateriales de las comunidades rurales como patrimonio común.

      Se deberá fomentar procesos educativos, formales e informales, con temáticas locales, tanto históricas, fundacionales, étnicas, ecológicas, geológicas y económicas.

      Se fomentará el desarrollo, financiamiento y acceso a tecnologías y conocimientos para la agricultura campesina e indígena, tanto de base científica, como de los saberes tradicionales.&quot;",RECHAZADO,57,56,31,11
2534,3839,2022-04-12T21:13:33,"69.- Votación separada del inciso primero del artículo 39:

       &quot;Artículo 39.- El Estado reconoce la función social y ecológica de la tierra, el agua, el mar, por lo que deberá regular su uso, fomentar su restauración y manejo ecológico, así como limitar y prevenir la concentración de su propiedad.&quot;",RECHAZADO,54,69,24,8
2533,3840,2022-04-12T21:15:17,"70.- Votación de los incisos segundo y tercero del artículo 39:

      &quot;El ordenamiento del territorio rural deberá proteger las aguas, conservar los suelos y prevenir su degradación.

      Esta protección estatal, el manejo ecológicamente responsable, la prevención y restauración ante la degradación ambiental, estarán determinados por la ley y los estatutos regionales.&quot;",RECHAZADO,89,42,19,5
2532,3841,2022-04-12T21:17:11,"71.- Votación del inciso primero del artículo 40:

      &quot;Artículo 40.- Es deber del Estado garantizar el uso, manejo y libre intercambio de semillas y material vegetal de propagación.&quot;",RECHAZADO,78,49,19,9
2531,3842,2022-04-12T21:18:59,"72.- Votación separada del inciso segundo del artículo 40:

      &quot;No se permitirá la privatización de la capacidad reproductiva de plantas y animales.&quot;",RECHAZADO,54,66,25,10
2530,3843,2022-04-12T21:20:56,"73.- Votación separada del inciso primero del artículo 41:

       &quot;Artículo 41.- Las personas y los pueblos tienen el derecho fundamental a la alimentación. Las políticas agropecuarias, pesqueras y alimentarias del país deben ordenar su acción en pleno respeto de este derecho.&quot;",RECHAZADO,79,47,21,8
2529,3844,2022-04-12T21:22:40,"74.- Votación separada del inciso segundo del artículo 41:

      &quot;El Estado garantizará los mecanismos para que los habitantes del país tengan acceso económico, físico y oportuno a una alimentación sana, saludable, diversa, nutricionalmente completa, sin contaminantes, suficiente y culturalmente adecuada.&quot;",RECHAZADO,79,47,22,7
2528,3845,2022-04-12T21:24:13,"75.- Votación del inciso tercero del artículo 41:

      &quot;Será deber del Estado apoyar la agricultura campesina e indígena, la recolección artesanal, la pesca artesanal, las ferias libres, los mercados locales y el canal alimentario agropesquero tradicional como pilares fundamentales de la producción y abastecimiento de alimentos.&quot;",RECHAZADO,80,39,24,12
2527,3846,2022-04-12T21:25:48,"76.- Artículo 42:

      &quot;Artículo 42.- El Estado reconoce la soberanía alimentaria como el derecho fundamental de los pueblos a determinar libremente y poner en práctica sus propios sistemas de producción, procesamiento y distribución de alimentos.

      La ley deberá regular los plaguicidas, agroquímicos, aditivos y transgénicos sobre la base del principio precautorio.

      No se permitirá el uso de plaguicidas ni agroquímicos altamente peligrosos que pongan en riesgo la salud humana y los ecosistemas.&quot;",RECHAZADO,44,69,31,11
2526,3847,2022-04-12T21:27:27,"77.- Artículo 43:

      &quot;Artículo 43.- El Estado reconoce la actividad laboral, ejercida y desarrollada en la ruralidad, como una forma especial de trabajo, garantizando sus derechos laborales y de seguridad social.&quot;",RECHAZADO,89,20,36,10
2525,3848,2022-04-12T21:29:02,"78.- Artículo 44:

      &quot;Artículo 44.- El Estado apoyará y promoverá la transición agroecológica, considerando la ciencia y los conocimientos tradicionales, fomentando el desarrollo de tecnologías y garantizando mecanismos de apoyo técnico y financiero para esta transición.&quot;",RECHAZADO,63,56,26,10
2524,3849,2022-04-12T21:30:49,"79.- Votación separada del inciso primero del artículo 45:

       &quot;Artículo 45.- El Estado tomará las medidas necesarias para superar las desigualdades entre los territorios rurales y urbanos, promoviendo la equidad territorial. Asimismo, implementará políticas públicas para promover, respetar y garantizar los derechos de los habitantes presentes en los territorios rurales, con especial  consideración a los derechos de las mujeres, niños, niñas, adolescentes, jóvenes y adultos mayores.&quot;",RECHAZADO,91,20,33,11
2523,3850,2022-04-12T21:32:31,"80.- Votación del inciso segundo del artículo 45:

      &quot;El Estado promoverá y asegurará el acceso prioritario de la mujer a la tierra y el agua.&quot;",RECHAZADO,82,34,29,10
2522,3851,2022-04-12T21:34:18,"81.- INDICACIÓN N°293, de CC NAVARRETE, para incorporar un nuevo artículo 45 bis: 

      (nuevo artículo 45 bis) &quot;El Gobierno Central se encargará de planificar la conectividad del país, debiendo adoptar todas aquellas medidas que resulten necesarias para generar una conexión efectiva dentro del territorio nacional, con énfasis en los territorios rurales y aislados.

      La ley determinará los mecanismos necesarios para el cumplimiento de esta obligación, garantizando una coordinación permanente entre el Gobierno Central y las demás entidades territoriales, sin perjuicio de las competencias de los gobiernos regionales y locales en estas materias&quot;",RECHAZADO,64,77,6,8
2521,3852,2022-04-12T21:35:59,"82.- Votación separada del inciso primero del artículo 46:

      &quot;Artículo 46.- El Estado es garante de la conectividad del país en coordinación con los gobiernos regionales.&quot;",APROBADO,139,6,4,6
2520,3853,2022-04-12T21:37:57,"83.- Votación separada del inciso segundo del artículo 46:

      &quot;El Gobernador o Gobernadora y la Asamblea Regional deberán establecer los mecanismos, normas y políticas necesarias para asegurar y fomentar la conectividad de toda la región, con especial cuidado de los sectores rurales, aislados y de difícil acceso. Esto se realizará en consulta con el Consejo de Alcaldes y Alcaldesas y las políticas que se establezcan a nivel nacional.&quot;",RECHAZADO,94,35,16,10
2519,3854,2022-04-12T21:39:37,"84.- Votación separada del inciso tercero del artículo 46:

      &quot;El Gobernador o Gobernadora deberá establecer mecanismos de evaluación para las empresas relacionadas a conectividad que incorpore la participación ciudadana en la forma establecida en esta Constitución y las leyes.&quot;",RECHAZADO,67,63,18,7
2518,3855,2022-04-12T21:41:41,"85.- INDICACIÓN N°324, de CC ÁLVAREZ, JULIO, para sustituir el artículo 47 (126) por el siguiente:

      “Artículo 47. La designación de los representantes de los Ministerios y Servicios públicos con presencia en la Región Autónoma. Las y los representantes de los Ministerios y Servicios Públicos con presencia en la Región Autónoma serán nombrados y removidos por decisión del Presidente o Presidenta de la República o de la jefatura superior del servicio público, según corresponda. El nombramiento deberá atender a criterios de competencia profesional, idoneidad y los demás requisitos que establezca la ley.

     El Gobernador o Gobernadora Regional con el acuerdo de la Asamblea Regional, propondrá una terna para la designación de las jefaturas de los órganos y servicios desconcentrados de la Administración Pública nacional que funcionen en la Región. La Asamblea Regional deberá pronunciarse sobre la propuesta del Gobernador o Gobernadora Regional dentro de los treinta días siguientes a su presentación. En caso de que la Asamblea Regional no se pronuncie dentro del término señalado, regirá la propuesta formulada por el Gobernador o Gobernadora Regional.

      De igual manera, se podrá proponer a la Presidencia de la República, al ministro o ministra respectivo o a la jefatura nacional del servicio público, según sea el caso, la remoción de los jefes regionales de los servicios públicos nacionales con presencia en la Región.

      La ley regulará el ejercicio de estas facultades”.",RECHAZADO,35,89,23,8
2517,3856,2022-04-12T21:43:39,"86.- Votación separada del inciso primero del artículo 47:

       &quot;Artículo 47.- La designación de las y los representantes de los Ministerios y Servicios Públicos con presencia en la Región Autónoma será decisión de la Presidencia de la República.&quot;",APROBADO,111,18,17,9
2516,3857,2022-04-12T21:45:28,"87.- Votación separada del inciso segundo del artículo 47:

      &quot;Para tal efecto, la Presidencia de la República propondrá una quina al Gobierno Regional para que éste, con acuerdo de la Asamblea Regional, responda en el plazo de 30 días contados desde la presentación. La respuesta deberá indicar una terna/dupla confeccionada a partir de la quina originalmente propuesta, y sobre la cual el Presidente de la República deberá determinar la designación.&quot;",RECHAZADO,59,63,25,8
2515,3858,2022-04-12T21:47:05,"88.- Votación separada del inciso tercero del artículo 47:

      &quot;Será facultad del Gobierno Regional, con acuerdo de la Asamblea Regional, solicitar a la Presidencia de la República, al ministro o ministra respectivo o a la jefatura nacional del servicio público, según corresponda, la remoción de los jefes regionales de los servicios públicos nacionales con presencia en la Región. Esta solicitud deberá fundarse en motivos graves y calificados en consideración de la naturaleza y función de la respectiva jefatura.&quot;",RECHAZADO,59,58,28,10
2514,3859,2022-04-12T21:49:21,"89.- Votación separada del inciso primero del artículo 48:

      &quot;Artículo 48.- Las regiones autónomas, para el cumplimiento de sus funciones, podrán establecer sus plantas de personal y los órganos o unidades de su estructura interna, en conformidad a la Constitución y la ley.&quot;",RECHAZADO,100,13,35,7
2513,3860,2022-04-12T21:51:04,"90.- Votación del inciso segundo del artículo 48:

      &quot;Estas facultades serán ejercidas por el Gobernador o Gobernadora Regional, previo acuerdo de la Asamblea Regional, cautelando la carrera funcionaria, su debido financiamiento y el carácter técnico y profesional de dichos empleos.&quot;",RECHAZADO,86,14,44,11
2512,3861,2022-04-12T21:52:48,"91.- Artículo 49:

      &quot;Artículo 49.- La integración y requisitos para acceder al cargo respetará criterios de inclusión, paridad de género y escaños reservados para los pueblos y naciones indígenas que habiten en la Región Autónoma, de conformidad a lo que determine la ley.&quot;",RECHAZADO,78,45,23,9
2511,3862,2022-04-12T21:54:55,"92.- Votación separada del encabezado del inciso primero del artículo 50, y su número 1:

       &quot;Artículo 50.- Atribuciones de la Asamblea Regional. Son atribuciones de la Asamblea Regional, en  conformidad a la Constitución, la ley y el Estatuto  Regional:

       1.	Pronunciarse sobre la convocatoria a consultas o plebiscitos regionales.&quot;",APROBADO,108,22,16,9
2510,3863,2022-04-12T21:56:55,"93.- Votación separada del N°2 del artículo 50:

       &quot;2. Administrar su patrimonio, bienes y rentas.&quot;",RECHAZADO,95,41,8,11
